"Id","Eventable","Eventable type","Event Type","Title","url","date","Description","Comments",
,9276,"Legislation","Law passed","Law passed",,"07/06/13",,,
,9278,"Legislation","Law passed","Law passed",,"31/01/14",,,
,9282,"Legislation","Law passed","Law passed",,"19/05/16",,,
,9284,"Legislation","Law passed","Law passed",,"25/12/10",,,
,9288,"Legislation","Law passed","Law passed",,"22/05/15",,,
,9290,"Legislation","Law passed","Law passed",,"03/02/14",,,
,9296,"Legislation","Law passed","Law passed",,"22/11/17",,,
,9300,"Legislation","Law passed","Law passed",,"04/12/15",,,
,9302,"Legislation","Law passed","Law passed",,"26/08/15",,,
,9304,"Legislation","Law passed","Law passed",,"02/08/13",,,
,9306,"Legislation","Law passed","Law passed",,"25/12/16",,,
,9308,"Legislation","Law passed","Law passed",,"15/10/12",,,
,9310,"Legislation","Law passed","Law passed",,"25/12/07",,,
,9312,"Legislation","Law passed","Law passed",,"25/12/84",,,
,9314,"Legislation","Law passed","Law passed",,"01/11/17",,,
,9320,"Legislation","Law passed","Law passed",,"25/12/14",,,
,9322,"Legislation","Law passed","Law passed",,"25/12/16",,,
,9326,"Legislation","Law passed","Law passed",,"28/05/18",,,
,9330,"Legislation","Law passed","Law passed",,"07/08/17",,,
,9332,"Legislation","Law passed","Law passed",,"07/08/17",,,
,9334,"Legislation","Law passed","Law passed",,"25/05/18",,,
,9338,"Legislation","Law passed","Law passed",,"19/08/11",,,
,9340,"Legislation","Law passed","Law passed",,"23/10/09",,,
,8835,"Legislation","Law passed","Law passed",,"25/12/13",,,
,8934,"Legislation","Law passed","Law passed",,"01/01/17",,,
,8932,"Legislation","Law passed","Law passed",,"19/03/19",,,
,8803,"Legislation","Law passed","Law passed",,"19/11/15",,,
,8805,"Legislation","Law passed","Law passed",,"02/07/19",,,
,8782,"Legislation","Law passed","Law passed",,"01/06/13",,,
,8775,"Legislation","Law passed","Law passed",,"09/06/09",,,
,8804,"Legislation","Law passed","Law passed",,"06/01/19",,,
,8813,"Legislation","Law passed","Law passed",,"11/02/09",,,
,8815,"Legislation","Law passed","Law passed",,"26/06/14",,,
,8817,"Legislation","Law passed","Law passed",,"01/08/05",,,
,8819,"Legislation","Law passed","Law passed",,"29/05/15",,,
,8823,"Legislation","Law passed","Law passed",,"01/09/15",,,
,8827,"Legislation","Law passed","Law passed",,"21/04/16",,,
,8829,"Legislation","Law passed","Law passed",,"30/08/11",,,
,8839,"Legislation","Law passed","Law passed",,"01/12/16",,,
,8841,"Legislation","Law passed","Law passed",,"01/01/16",,,
,8837,"Legislation","Law passed","Law passed",,"25/12/17",,,
,8833,"Legislation","Law passed","Law passed",,"25/12/09",,,
,8831,"Legislation","Law passed","Law passed",,"12/06/18",,,
,8855,"Legislation","Law passed","Law passed",,"25/12/10",,,
,8836,"Legislation","Law passed","Law passed",,"31/05/11",,,
,8844,"Legislation","Law passed","Law passed",,"01/07/13",,,
,8849,"Legislation","Law passed","Law passed",,"25/12/98",,,
,8845,"Legislation","Law passed","Law passed",,"25/12/11",,,
,8847,"Legislation","Law passed","Law passed",,"25/12/09",,,
,8851,"Legislation","Law passed","Law passed",,"01/05/17",,,
,8859,"Legislation","Law passed","Law passed",,"25/12/05",,,
,8867,"Legislation","Law passed","Law passed",,"01/06/18",,,
,8871,"Legislation","Law passed","Law passed",,"01/03/10",,,
,8877,"Legislation","Law passed","Law passed",,"11/05/16",,,
,8885,"Legislation","Law passed","Law passed",,"05/11/13",,,
,8864,"Legislation","Law passed","Law passed",,"01/02/16",,,
,8866,"Legislation","Law passed","Law passed",,"03/02/16",,,
,8873,"Legislation","Law passed","Law passed",,"12/10/19",,,
,8881,"Legislation","Law passed","Law passed",,"01/11/14",,,
,8801,"Legislation","Law passed","Law passed",,"14/12/18",,,
,8862,"Legislation","Law passed","Law passed",,"25/02/14",,,
,8876,"Legislation","Law passed","Law passed",,"13/06/17",,,
,8882,"Legislation","Law passed","Law passed",,"03/10/14",,,
,8869,"Legislation","Law passed","Law passed",,"01/11/08",,,
,8883,"Legislation","Law passed","Law passed",,"06/02/12",,,
,8789,"Legislation","Law passed","Law passed",,"17/04/18",,,
,8787,"Legislation","Law passed","Law passed",,"01/11/15",,,
,8785,"Legislation","Law passed","Law passed",,"01/08/15",,,
,8786,"Legislation","Law passed","Law passed",,"01/06/13",,,
,8784,"Legislation","Law passed","Law passed",,"01/06/13",,,
,8776,"Legislation","Law passed","Law passed",,"23/01/17",,,
,8774,"Legislation","Law passed","Law passed",,"25/05/12",,,
,8772,"Legislation","Law passed","Law passed",,"15/03/18",,,
,8788,"Legislation","Law passed","Law passed",,"01/06/13",,,
,8779,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8773,"Legislation","Law passed","Law passed",,"25/02/19",,,
,8771,"Legislation","Law passed","Law passed",,"07/12/09",,,
,8770,"Legislation","Law passed","Law passed",,"13/06/19",,,
,8758,"Legislation","Law passed","Law passed",,"28/04/14",,,
,8759,"Legislation","Law passed","Law passed",,"10/03/08",,,
,8762,"Legislation","Law passed","Law passed",,"16/11/90",,,
,8760,"Legislation","Law passed","Law passed",,"24/07/16",,,
,8761,"Legislation","Law passed","Law passed",,"23/09/14",,,
,8765,"Legislation","Law passed","Law passed",,"26/03/18",,,
,8767,"Legislation","Law passed","Law passed",,"16/04/10",,,
,8766,"Legislation","Law passed","Law passed",,"01/04/11",,,
,8750,"Legislation","Law passed","Law passed",,"05/10/18",,,
,8755,"Legislation","Law passed","Law passed",,"10/09/15",,,
,8751,"Legislation","Law passed","Law passed",,"14/11/16",,,
,8749,"Legislation","Law passed","Law passed",,"21/06/18",,,
,8756,"Legislation","Law passed","Law passed",,"22/11/18",,,
,8752,"Legislation","Law passed","Law passed",,"15/06/17",,,
,8746,"Legislation","Law passed","Law passed",,"30/05/18",,,
,8745,"Legislation","Law passed","Law passed",,"01/11/16",,,
,8744,"Legislation","Law passed","Law passed",,"12/12/17",,,
,8742,"Legislation","Law passed","Law passed",,"01/10/15",,,
,8740,"Legislation","Law passed","Law passed",,"07/09/17",,,
,8741,"Legislation","Law passed","Law passed",,"27/04/17",,,
,8743,"Legislation","Law passed","Law passed",,"30/07/15",,,
,8738,"Legislation","Law passed","Law passed",,"20/04/18",,,
,8737,"Legislation","Law passed","Law passed",,"16/05/18",,,
,8736,"Legislation","Law passed","Law passed",,"01/06/18",,,
,8735,"Legislation","Law passed","Law passed",,"01/06/17",,,
,8734,"Legislation","Law passed","Law passed",,"25/12/16",,,
,8733,"Legislation","Law passed","Law passed",,"25/12/14",,,
,8732,"Legislation","Law passed","Law passed",,"15/03/17",,,
,8731,"Legislation","Law passed","Law passed",,"20/02/17",,,
,8729,"Legislation","Law passed","Law passed",,"25/12/03",,,
,8728,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8730,"Legislation","Law passed","Law passed",,"25/12/13",,,
,8727,"Legislation","Law passed","Law passed",,"25/12/16",,,
,8726,"Legislation","Law passed","Law passed",,"01/09/18",,,
,8724,"Legislation","Law passed","Law passed",,"24/09/18",,,
,8723,"Legislation","Law passed","Law passed",,"12/06/18",,,
,8722,"Legislation","Law passed","Law passed",,"15/01/99",,,
,8721,"Legislation","Law passed","Law passed",,"25/12/17",,,
,8719,"Legislation","Law passed","Law passed",,"25/12/13",,,
,8718,"Legislation","Law passed","Law passed",,"25/12/18",,,
,8717,"Legislation","Law passed","Law passed",,"16/08/18",,,
,8716,"Legislation","Law passed","Law passed",,"02/08/18",,,
,8715,"Legislation","Law passed","Law passed",,"25/12/18",,,
,8714,"Legislation","Law passed","Law passed",,"01/06/16",,,
,8713,"Legislation","Law passed","Law passed",,"05/06/18",,,
,8712,"Legislation","Law passed","Law passed",,"30/05/18",,,
,8711,"Legislation","Law passed","Law passed",,"10/07/18",,,
,8709,"Legislation","Law passed","Law passed",,"02/03/17",,,
,8708,"Legislation","Law passed","Law passed",,"01/12/16",,,
,8707,"Legislation","Law passed","Law passed",,"01/12/16",,,
,8706,"Legislation","Law passed","Law passed",,"25/12/10",,,
,8705,"Legislation","Law passed","Law passed",,"01/10/15",,,
,8704,"Legislation","Law passed","Law passed",,"01/04/16",,,
,8703,"Legislation","Law passed","Law passed",,"11/11/19",,,
,8702,"Legislation","Law passed","Law passed",,"02/05/18",,,
,8700,"Legislation","Law passed","Law passed",,"25/12/16",,,
,8701,"Legislation","Law passed","Law passed",,"08/04/10",,,
,4847,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8698,"Legislation","Law passed","Law passed",,"01/10/16",,,
,8699,"Legislation","Law passed","Law passed",,"27/07/18",,,
,8696,"Legislation","Law passed","Law passed",,"14/12/17",,,
,8697,"Legislation","Law passed","Law passed",,"24/07/18",,,
,8695,"Legislation","Law passed","Law passed",,"11/06/13",,,
,8693,"Legislation","Law passed","Law passed",,"28/06/13",,,
,8692,"Legislation","Law passed","Law passed",,"28/06/17",,,
,8690,"Legislation","Law passed","Law passed",,"16/06/17",,,
,8691,"Legislation","Law passed","Law passed",,"05/04/17",,,
,8689,"Legislation","Law passed","Law passed",,"16/06/17",,,
,8685,"Legislation","Law passed","Law passed",,"30/10/17",,,
,8686,"Legislation","Law passed","Law passed",,"12/10/17",,,
,8682,"Legislation","Law passed","Law passed",,"03/05/18",,,
,8683,"Legislation","Law passed","Law passed",,"08/09/16",,,
,8623,"Legislation","Law passed","Law passed",,"07/02/09",,,
,8680,"Legislation","Law passed","Law passed",,"18/06/18",,,
,8678,"Legislation","Law passed","Law passed",,"11/06/18",,,
,8677,"Legislation","Law passed","Law passed",,"11/06/18",,,
,8676,"Legislation","Law passed","Law passed",,"21/05/18",,,
,8622,"Legislation","Law passed","Law passed",,"09/04/09",,,
,8142,"Legislation","Law passed","Law passed",,"01/04/16",,,
,8515,"Legislation","Law passed","Law passed",,"11/04/19",,,
,1642,"Legislation","Law passed","Law passed",,"10/10/01",,,
,8671,"Legislation","Law passed","Law passed",,"27/01/14",,,
,8584,"Legislation","Law passed","Law passed",,"25/12/14",,,
,1475,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8632,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8521,"Legislation","Law passed","Law passed",,"01/01/15",,,
,8507,"Legislation","Law passed","Law passed",,"01/07/14",,,
,8460,"Legislation","Law passed","Law passed",,"25/12/16",,,
,8664,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8239,"Legislation","Law passed","Law passed",,"25/12/15",,,
,4453,"Legislation","Law passed","Law passed",,"25/12/07",,,
,8195,"Legislation","Law passed","Law passed",,"06/09/19",,,
,8663,"Legislation","Law passed","Law passed",,"19/01/18",,,
,8149,"Legislation","Law passed","Law passed",,"25/12/11",,,
,8132,"Legislation","Law passed","Law passed",,"25/12/15",,,
,1791,"Legislation","Law passed","Law passed",,"19/06/19",,,
,8660,"Legislation","Law passed","Law passed",,"01/08/14",,,
,8650,"Legislation","Law passed","Law passed",,"27/07/15",,,
,8126,"Legislation","Law passed","Law passed",,"25/12/14",,,
,8649,"Legislation","Law passed","Law passed",,"01/05/14",,,
,4844,"Legislation","Law passed","Law passed",,"25/12/14",,,
,4743,"Legislation","Law passed","Law passed",,"25/12/14",,,
,1490,"Legislation","Law passed","Law passed",,"03/05/12",,,
,8642,"Legislation","Law passed","Law passed",,"11/06/19",,,
,1312,"Legislation","Law passed","Law passed",,"19/11/14",,,
,1291,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1056,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1731,"Legislation","Law passed","Law passed",,"01/04/15",,,
,8467,"Legislation","Law passed","Law passed",,"23/06/05",,,
,1175,"Legislation","Law passed","Law passed",,"25/12/12",,,
,2004,"Legislation","Law passed","Law passed",,"16/06/15",,,
,8657,"Legislation","Law passed","Law passed",,"22/03/17",,,
,8630,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8628,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8616,"Legislation","Law passed","Law passed",,"01/07/15",,,
,1726,"Legislation","Law passed","Law passed",,"25/12/12",,,
,8624,"Legislation","Law passed","Law passed",,"27/03/18",,,
,1385,"Legislation","Law passed","Law passed",,"08/03/13",,,
,1814,"Legislation","Law passed","Law passed",,"13/06/12",,,
,8579,"Legislation","Law passed","Law passed",,"05/10/16",,,
,8619,"Legislation","Law passed","Law passed",,"11/08/14",,,
,1579,"Legislation","Law passed","Law passed",,"01/06/13",,,
,8617,"Legislation","Law passed","Law passed",,"05/06/08",,,
,1713,"Legislation","Law passed","Law passed",,"07/11/19",,,
,8615,"Legislation","Law passed","Law passed",,"08/07/09",,,
,8614,"Legislation","Law passed","Law passed",,"06/12/19",,,
,8613,"Legislation","Law passed","Law passed",,"26/01/17",,,
,8612,"Legislation","Law passed","Law passed",,"05/02/16",,,
,1638,"Legislation","Law passed","Law passed",,"15/10/08",,,
,2014,"Legislation","Law passed","Law passed",,"19/11/19",,,
,8646,"Legislation","Law passed","Law passed",,"01/04/14",,,
,4321,"Legislation","Law passed","Law passed",,"31/10/13",,,
,1020,"Legislation","Law passed","Law passed",,"01/02/12",,,
,3001,"Legislation","Law passed","Law passed",,"25/12/11",,,
,8605,"Legislation","Law passed","Law passed",,"14/03/13",,,
,1350,"Legislation","Law passed","Law passed",,"25/12/06",,,
,1337,"Legislation","Law passed","Law passed",,"25/12/11",,,
,1332,"Legislation","Law passed","Law passed",,"25/12/13",,,
,8601,"Legislation","Law passed","Law passed",,"06/09/13",,,
,4780,"Legislation","Law passed","Law passed",,"25/12/05",,,
,8598,"Legislation","Law passed","Law passed",,"29/12/16",,,
,8596,"Legislation","Law passed","Law passed",,"22/10/14",,,
,8595,"Legislation","Law passed","Law passed",,"08/12/17",,,
,1815,"Legislation","Law passed","Law passed",,"10/12/09",,,
,8471,"Legislation","Law passed","Law passed",,"25/12/14",,,
,8591,"Legislation","Law passed","Law passed",,"26/12/17",,,
,1591,"Legislation","Law passed","Law passed",,"30/09/13",,,
,8589,"Legislation","Law passed","Law passed",,"27/12/17",,,
,8588,"Legislation","Law passed","Law passed",,"30/12/17",,,
,4751,"Legislation","Law passed","Law passed",,"09/09/19",,,
,8587,"Legislation","Law passed","Law passed",,"29/02/2018",,,
,8585,"Legislation","Law passed","Law passed",,"26/09/14",,,
,8518,"Legislation","Law passed","Law passed",,"03/09/19",,,
,4353,"Legislation","Law passed","Law passed",,"01/02/16",,,
,8510,"Legislation","Law passed","Law passed",,"07/12/19",,,
,8580,"Legislation","Law passed","Law passed",,"27/08/13",,,
,1795,"Legislation","Law passed","Law passed",,"01/12/19",,,
,8581,"Legislation","Law passed","Law passed",,"25/12/15",,,
,1282,"Legislation","Law passed","Law passed",,"25/12/07",,,
,4934,"Legislation","Law passed","Law passed",,"01/04/16",,,
,1779,"Legislation","Law passed","Law passed",,"22/08/09",,,
,8575,"Legislation","Law passed","Law passed",,"30/12/11",,,
,8571,"Legislation","Law passed","Law passed",,"11/12/13",,,
,8570,"Legislation","Law passed","Law passed",,"20/11/13",,,
,8569,"Legislation","Law passed","Law passed",,"15/01/08",,,
,8567,"Legislation","Law passed","Law passed",,"25/01/17",,,
,8566,"Legislation","Law passed","Law passed",,"25/11/09",,,
,8661,"Legislation","Law passed","Law passed",,"01/09/15",,,
,8127,"Legislation","Law passed","Law passed",,"25/12/15",,,
,1479,"Legislation","Law passed","Law passed",,"25/12/10",,,
,8684,"Legislation","Law passed","Law passed",,"01/06/18",,,
,4356,"Legislation","Law passed","Law passed",,"01/01/10",,,
,8640,"Legislation","Law passed","Law passed",,"25/12/07",,,
,8631,"Legislation","Law passed","Law passed",,"01/12/00",,,
,1329,"Legislation","Law passed","Law passed",,"01/01/15",,,
,1423,"Legislation","Law passed","Law passed",,"14/11/06",,,
,8555,"Legislation","Law passed","Law passed",,"27/04/12",,,
,8554,"Legislation","Law passed","Law passed",,"27/06/13",,,
,8552,"Legislation","Law passed","Law passed",,"25/12/02",,,
,8551,"Legislation","Law passed","Law passed",,"01/07/08",,,
,8550,"Legislation","Law passed","Law passed",,"24/01/11",,,
,8549,"Legislation","Law passed","Law passed",,"12/05/17",,,
,1684,"Legislation","Law passed","Law passed",,"30/03/09",,,
,8638,"Legislation","Law passed","Law passed",,"30/11/14",,,
,8546,"Legislation","Law passed","Law passed",,"31/05/99",,,
,8545,"Legislation","Law passed","Law passed",,"27/06/16",,,
,8544,"Legislation","Law passed","Law passed",,"15/12/17",,,
,8542,"Legislation","Law passed","Law passed",,"19/06/15",,,
,8541,"Legislation","Law passed","Law passed",,"19/06/15",,,
,4805,"Legislation","Law passed","Law passed",,"04/04/06",,,
,8538,"Legislation","Law passed","Law passed",,"12/12/17",,,
,8537,"Legislation","Law passed","Law passed",,"13/09/12",,,
